airport_code,utc_timestamp,temperature,wind_speed,visibility,precipitation,snowfall,weather_condition
SEA,2024-11-26 00:00:00,65.3,5.9,10.0,0.0,0.0,Overcast
SFO,2024-11-26 00:00:00,61.0,14.6,10.0,0.0,0.0,Clear
MIA,2024-11-26 00:00:00,52.4,10.6,10.0,0.0,0.0,Overcast
BOS,2024-11-26 00:00:00,59.7,11.1,10.0,0.0,0.0,Overcast
DEN,2024-11-26 00:00:00,64.0,9.1,10.0,0.0,0.0,Partly Cloudy
JFK,2024-11-26 03:00:00,45.0,8.8,10.0,0.0,0.0,Overcast
LAX,2024-11-26 03:00:00,60.9,12.5,10.0,0.0,0.0,Partly Cloudy
ATL,2024-11-26 03:00:00,35.4,11.3,10.0,0.0,0.0,Overcast
ORD,2024-11-26 03:00:00,59.3,9.5,10.0,0.0,0.0,Partly Cloudy
DFW,2024-11-26 03:00:00,56.9,13.1,10.0,0.0,0.0,Clear
SEA,2024-11-26 03:00:00,57.2,6.5,10.0,0.0,0.0,Partly Cloudy
SFO,2024-11-26 03:00:00,64.6,5.4,10.0,0.0,0.0,Clear
MIA,2024-11-26 03:00:00,48.0,6.8,10.0,0.0,0.0,Partly Cloudy
BOS,2024-11-26 03:00:00,53.8,13.9,10.0,0.0,0.0,Partly Cloudy
DEN,2024-11-26 03:00:00,52.2,11.2,10.0,0.0,0.0,Overcast
JFK,2024-11-26 06:00:00,62.0,6.3,10.0,0.0,0.0,Overcast
LAX,2024-11-26 06:00:00,67.8,13.6,10.0,0.0,0.0,Clear
ATL,2024-11-26 06:00:00,46.3,3.1,10.0,0.0,0.0,Overcast
ORD,2024-11-26 06:00:00,38.2,13.4,10.0,0.0,0.0,Clear
DFW,2024-11-26 06:00:00,44.3,27.8,2.7,0.19,0.0,Snowstorm
SEA,2024-11-26 06:00:00,50.1,3.1,10.0,0.0,0.0,Overcast
SFO,2024-11-26 06:00:00,59.9,14.1,10.0,0.0,0.0,Overcast
MIA,2024-11-26 06:00:00,51.1,13.7,10.0,0.0,0.0,Partly Cloudy
BOS,2024-11-26 06:00:00,59.9,11.4,10.0,0.0,0.0,Overcast
DEN,2024-11-26 06:00:00,50.2,5.8,10.0,0.0,0.0,Clear
JFK,2024-11-26 09:00:00,54.4,7.7,10.0,0.0,0.0,Overcast
LAX,2024-11-26 09:00:00,73.7,8.0,10.0,0.0,0.0,Partly Cloudy
ATL,2024-11-26 09:00:00,35.6,10.2,10.0,0.0,0.0,Overcast
ORD,2024-11-26 09:00:00,60.9,10.1,10.0,0.0,0.0,Partly Cloudy
DFW,2024-11-26 09:00:00,49.6,9.5,10.0,0.0,0.0,Clear
SEA,2024-11-26 09:00:00,52.7,44.1,1.9,1.18,0.0,Thunderstorm
SFO,2024-11-26 09:00:00,50.8,31.5,0.5,0.6,0.0,Snowstorm
MIA,2024-11-26 09:00:00,33.7,15.0,10.0,0.0,0.0,Overcast
BOS,2024-11-26 09:00:00,58.7,5.0,10.0,0.0,0.0,Overcast
DEN,2024-11-26 09:00:00,54.4,5.3,10.0,0.0,0.0,Overcast
JFK,2024-11-26 12:00:00,57.8,9.8,10.0,0.0,0.0,Clear
LAX,2024-11-26 12:00:00,49.2,12.7,10.0,0.0,0.0,Overcast
ATL,2024-11-26 12:00:00,52.4,7.5,10.0,0.0,0.0,Partly Cloudy
ORD,2024-11-26 12:00:00,43.3,10.0,10.0,0.0,0.0,Partly Cloudy
DFW,2024-11-26 12:00:00,62.1,9.8,10.0,0.0,0.0,Overcast
SEA,2024-11-26 12:00:00,38.1,5.8,10.0,0.0,0.0,Partly Cloudy
SFO,2024-11-26 12:00:00,41.5,13.6,10.0,0.0,0.0,Overcast
MIA,2024-11-26 12:00:00,57.3,10.1,10.0,0.0,0.0,Overcast
BOS,2024-11-26 12:00:00,68.7,22.7,1.6,1.37,0.0,Thunderstorm
DEN,2024-11-26 12:00:00,50.1,4.5,10.0,0.0,0.0,Overcast
JFK,2024-11-26 15:00:00,54.4,7.4,10.0,0.0,0.0,Clear
LAX,2024-11-26 15:00:00,51.9,14.7,10.0,0.0,0.0,Partly Cloudy
ATL,2024-11-26 15:00:00,59.9,13.3,10.0,0.0,0.0,Overcast
ORD,2024-11-26 15:00:00,73.8,13.7,10.0,0.0,0.0,Partly Cloudy
DFW,2024-11-26 15:00:00,64.3,8.3,10.0,0.0,0.0,Clear
SEA,2024-11-26 15:00:00,36.4,5.9,10.0,0.0,0.0,Partly Cloudy
SFO,2024-11-26 15:00:00,55.1,7.9,10.0,0.0,0.0,Clear
MIA,2024-11-26 15:00:00,43.2,12.6,10.0,0.0,0.0,Clear
BOS,2024-11-26 15:00:00,47.2,14.6,10.0,0.0,0.0,Overcast
DEN,2024-11-26 15:00:00,36.5,8.2,10.0,0.0,0.0,Overcast
JFK,2024-11-26 18:00:00,47.0,10.1,10.0,0.0,0.0,Clear
LAX,2024-11-26 18:00:00,48.5,3.0,10.0,0.0,0.0,Clear
ATL,2024-11-26 18:00:00,43.1,12.8,10.0,0.0,0.0,Overcast
ORD,2024-11-26 18:00:00,57.6,13.1,10.0,0.0,0.0,Partly Cloudy
DFW,2024-11-26 18:00:00,70.3,10.0,10.0,0.0,0.0,Partly Cloudy
SEA,2024-11-26 18:00:00,54.0,4.5,10.0,0.0,0.0,Partly Cloudy
SFO,2024-11-26 18:00:00,67.7,7.7,10.0,0.0,0.0,Partly Cloudy
MIA,2024-11-26 18:00:00,58.7,20.8,1.9,0.17,0.0,Fog
BOS,2024-11-26 18:00:00,35.5,7.7,10.0,0.0,0.0,Clear
DEN,2024-11-26 18:00:00,47.5,7.3,10.0,0.0,0.0,Overcast
JFK,2024-11-26 21:00:00,53.0,5.8,10.0,0.0,0.0,Overcast
LAX,2024-11-26 21:00:00,64.7,13.0,10.0,0.0,0.0,Partly Cloudy
ATL,2024-11-26 21:00:00,53.5,11.3,10.0,0.0,0.0,Clear
ORD,2024-11-26 21:00:00,62.1,3.7,10.0,0.0,0.0,Clear
DFW,2024-11-26 21:00:00,55.9,22.5,2.2,0.76,0.0,Thunderstorm
SEA,2024-11-26 21:00:00,47.6,7.7,10.0,0.0,0.0,Clear
SFO,2024-11-26 21:00:00,53.9,3.3,10.0,0.0,0.0,Clear
MIA,2024-11-26 21:00:00,53.1,5.6,10.0,0.0,0.0,Clear
BOS,2024-11-26 21:00:00,50.9,34.4,2.5,1.1,0.0,Thunderstorm
DEN,2024-11-26 21:00:00,55.9,13.7,10.0,0.0,0.0,Overcast
JFK,2024-11-27 00:00:00,39.7,14.5,10.0,0.0,0.0,Clear
LAX,2024-11-27 00:00:00,54.7,13.0,10.0,0.0,0.0,Partly Cloudy
ATL,2024-11-27 00:00:00,41.5,6.2,10.0,0.0,0.0,Overcast
ORD,2024-11-27 00:00:00,53.8,3.6,10.0,0.0,0.0,Overcast
DFW,2024-11-27 00:00:00,54.1,12.4,10.0,0.0,0.0,Overcast
SEA,2024-11-27 00:00:00,66.3,6.4,10.0,0.0,0.0,Overcast
SFO,2024-11-27 00:00:00,77.1,14.6,10.0,0.0,0.0,Clear
MIA,2024-11-27 00:00:00,33.9,11.7,10.0,0.0,0.0,Clear
BOS,2024-11-27 00:00:00,45.3,14.3,10.0,0.0,0.0,Partly Cloudy
DEN,2024-11-27 00:00:00,59.4,14.1,10.0,0.0,0.0,Overcast
JFK,2024-11-27 03:00:00,43.5,3.6,10.0,0.0,0.0,Clear
LAX,2024-11-27 03:00:00,65.6,10.9,10.0,0.0,0.0,Clear
ATL,2024-11-27 03:00:00,48.6,14.3,10.0,0.0,0.0,Clear
ORD,2024-11-27 03:00:00,57.8,10.4,10.0,0.0,0.0,Clear
DFW,2024-11-27 03:00:00,47.9,10.9,10.0,0.0,0.0,Overcast
SEA,2024-11-27 03:00:00,70.8,7.0,10.0,0.0,0.0,Clear
SFO,2024-11-27 03:00:00,69.6,9.0,10.0,0.0,0.0,Overcast
MIA,2024-11-27 03:00:00,53.7,8.4,10.0,0.0,0.0,Clear
BOS,2024-11-27 03:00:00,59.7,10.2,10.0,0.0,0.0,Partly Cloudy
DEN,2024-11-27 03:00:00,52.8,6.7,10.0,0.0,0.0,Clear
JFK,2024-11-27 06:00:00,63.4,7.4,10.0,0.0,0.0,Clear
LAX,2024-11-27 06:00:00,74.4,10.6,10.0,0.0,0.0,Partly Cloudy
ATL,2024-11-27 06:00:00,51.7,6.9,10.0,0.0,0.0,Partly Cloudy
ORD,2024-11-27 06:00:00,56.3,9.6,10.0,0.0,0.0,Clear
DFW,2024-11-27 06:00:00,50.4,3.7,10.0,0.0,0.0,Overcast
SEA,2024-11-27 06:00:00,56.2,10.5,10.0,0.0,0.0,Overcast
SFO,2024-11-27 06:00:00,43.4,8.9,10.0,0.0,0.0,Clear
MIA,2024-11-27 06:00:00,39.1,4.2,10.0,0.0,0.0,Overcast
BOS,2024-11-27 06:00:00,45.7,4.1,10.0,0.0,0.0,Clear
DEN,2024-11-27 06:00:00,50.6,30.3,0.6,0.63,0.0,Thunderstorm
JFK,2024-11-27 09:00:00,35.9,8.5,10.0,0.0,0.0,Clear
LAX,2024-11-27 09:00:00,60.9,3.7,10.0,0.0,0.0,Clear
ATL,2024-11-27 09:00:00,36.1,9.9,10.0,0.0,0.0,Partly Cloudy
ORD,2024-11-27 09:00:00,55.1,14.6,10.0,0.0,0.0,Overcast
DFW,2024-11-27 09:00:00,58.2,5.2,10.0,0.0,0.0,Partly Cloudy
SEA,2024-11-27 09:00:00,58.8,7.8,10.0,0.0,0.0,Overcast
SFO,2024-11-27 09:00:00,46.6,9.1,10.0,0.0,0.0,Overcast
MIA,2024-11-27 09:00:00,46.6,13.6,10.0,0.0,0.0,Partly Cloudy
BOS,2024-11-27 09:00:00,53.8,8.9,10.0,0.0,0.0,Partly Cloudy
DEN,2024-11-27 09:00:00,34.5,11.3,10.0,0.0,0.0,Clear
JFK,2024-11-27 12:00:00,41.0,9.8,10.0,0.0,0.0,Clear
LAX,2024-11-27 12:00:00,51.7,13.3,10.0,0.0,0.0,Overcast
ATL,2024-11-27 12:00:00,40.4,11.2,10.0,0.0,0.0,Partly Cloudy
ORD,2024-11-27 12:00:00,63.6,5.3,10.0,0.0,0.0,Overcast
DFW,2024-11-27 12:00:00,63.5,5.8,10.0,0.0,0.0,Overcast
SEA,2024-11-27 12:00:00,44.7,14.5,10.0,0.0,0.0,Overcast
SFO,2024-11-27 12:00:00,45.4,14.3,10.0,0.0,0.0,Clear
MIA,2024-11-27 12:00:00,61.8,8.7,10.0,0.0,0.0,Overcast
BOS,2024-11-27 12:00:00,54.1,29.0,2.3,1.14,0.0,Fog
DEN,2024-11-27 12:00:00,68.3,10.1,10.0,0.0,0.0,Partly Cloudy
JFK,2024-11-27 15:00:00,59.0,4.1,10.0,0.0,0.0,Clear
LAX,2024-11-27 15:00:00,50.1,10.7,10.0,0.0,0.0,Clear
ATL,2024-11-27 15:00:00,58.6,14.1,10.0,0.0,0.0,Clear
ORD,2024-11-27 15:00:00,69.7,6.9,10.0,0.0,0.0,Partly Cloudy
DFW,2024-11-27 15:00:00,65.4,3.2,10.0,0.0,0.0,Overcast
SEA,2024-11-27 15:00:00,73.6,8.2,10.0,0.0,0.0,Clear
SFO,2024-11-27 15:00:00,51.6,7.6,10.0,0.0,0.0,Partly Cloudy
MIA,2024-11-27 15:00:00,47.8,9.6,10.0,0.0,0.0,Overcast
BOS,2024-11-27 15:00:00,64.8,5.5,10.0,0.0,0.0,Overcast
DEN,2024-11-27 15:00:00,45.1,5.5,10.0,0.0,0.0,Partly Cloudy
JFK,2024-11-27 18:00:00,45.2,13.1,10.0,0.0,0.0,Partly Cloudy
LAX,2024-11-27 18:00:00,53.5,10.1,10.0,0.0,0.0,Partly Cloudy
ATL,2024-11-27 18:00:00,61.8,13.0,10.0,0.0,0.0,Clear
ORD,2024-11-27 18:00:00,58.6,14.0,10.0,0.0,0.0,Clear
DFW,2024-11-27 18:00:00,57.0,12.7,10.0,0.0,0.0,Overcast
SEA,2024-11-27 18:00:00,61.4,10.5,10.0,0.0,0.0,Overcast
SFO,2024-11-27 18:00:00,54.9,13.6,10.0,0.0,0.0,Partly Cloudy
MIA,2024-11-27 18:00:00,61.1,5.0,10.0,0.0,0.0,Overcast
BOS,2024-11-27 18:00:00,54.0,5.6,10.0,0.0,0.0,Clear
DEN,2024-11-27 18:00:00,55.5,11.9,10.0,0.0,0.0,Partly Cloudy
JFK,2024-11-27 21:00:00,51.3,13.1,10.0,0.0,0.0,Overcast
LAX,2024-11-27 21:00:00,56.3,8.5,10.0,0.0,0.0,Partly Cloudy
ATL,2024-11-27 21:00:00,65.4,10.6,10.0,0.0,0.0,Clear
ORD,2024-11-27 21:00:00,65.1,5.8,10.0,0.0,0.0,Partly Cloudy
DFW,2024-11-27 21:00:00,51.8,10.1,10.0,0.0,0.0,Overcast
SEA,2024-11-27 21:00:00,52.7,26.7,1.2,1.07,0.0,Heavy Rain
SFO,2024-11-27 21:00:00,69.3,4.0,10.0,0.0,0.0,Overcast
MIA,2024-11-27 21:00:00,69.4,9.7,10.0,0.0,0.0,Partly Cloudy
BOS,2024-11-27 21:00:00,60.9,25.4,2.3,0.11,0.0,Thunderstorm
DEN,2024-11-27 21:00:00,67.5,11.2,10.0,0.0,0.0,Partly Cloudy
JFK,2024-11-28 00:00:00,50.9,9.2,10.0,0.0,0.0,Overcast
LAX,2024-11-28 00:00:00,60.0,13.9,10.0,0.0,0.0,Overcast
ATL,2024-11-28 00:00:00,46.3,9.6,10.0,0.0,0.0,Clear
ORD,2024-11-28 00:00:00,57.7,9.2,10.0,0.0,0.0,Clear
DFW,2024-11-28 00:00:00,54.7,25.9,1.7,0.91,0.0,Snowstorm
SEA,2024-11-28 00:00:00,52.6,6.2,10.0,0.0,0.0,Clear
SFO,2024-11-28 00:00:00,40.7,13.5,10.0,0.0,0.0,Partly Cloudy
MIA,2024-11-28 00:00:00,57.9,7.4,10.0,0.0,0.0,Clear
BOS,2024-11-28 00:00:00,54.8,4.2,10.0,0.0,0.0,Clear
DEN,2024-11-28 00:00:00,68.1,6.9,10.0,0.0,0.0,Clear
JFK,2024-11-28 03:00:00,51.1,11.5,10.0,0.0,0.0,Partly Cloudy
LAX,2024-11-28 03:00:00,35.7,10.0,10.0,0.0,0.0,Partly Cloudy
ATL,2024-11-28 03:00:00,57.1,13.2,10.0,0.0,0.0,Overcast
ORD,2024-11-28 03:00:00,46.7,5.0,10.0,0.0,0.0,Clear
DFW,2024-11-28 03:00:00,60.2,21.6,0.6,1.21,0.0,Heavy Rain
SEA,2024-11-28 03:00:00,69.8,5.6,10.0,0.0,0.0,Overcast
SFO,2024-11-28 03:00:00,60.6,5.3,10.0,0.0,0.0,Clear
MIA,2024-11-28 03:00:00,61.3,4.0,10.0,0.0,0.0,Clear
BOS,2024-11-28 03:00:00,58.2,6.1,10.0,0.0,0.0,Overcast
DEN,2024-11-28 03:00:00,61.0,4.5,10.0,0.0,0.0,Overcast
JFK,2024-11-28 06:00:00,62.3,7.7,10.0,0.0,0.0,Partly Cloudy
LAX,2024-11-28 06:00:00,52.0,8.9,10.0,0.0,0.0,Overcast
ATL,2024-11-28 06:00:00,64.5,9.6,10.0,0.0,0.0,Clear
ORD,2024-11-28 06:00:00,59.5,3.9,10.0,0.0,0.0,Overcast
DFW,2024-11-28 06:00:00,53.6,6.4,10.0,0.0,0.0,Partly Cloudy
SEA,2024-11-28 06:00:00,60.3,5.5,10.0,0.0,0.0,Clear
SFO,2024-11-28 06:00:00,44.8,10.9,10.0,0.0,0.0,Overcast
MIA,2024-11-28 06:00:00,54.7,6.7,10.0,0.0,0.0,Overcast
BOS,2024-11-28 06:00:00,72.0,3.9,10.0,0.0,0.0,Partly Cloudy
DEN,2024-11-28 06:00:00,41.2,11.9,10.0,0.0,0.0,Partly Cloudy
JFK,2024-11-28 09:00:00,37.0,10.0,10.0,0.0,0.0,Partly Cloudy
LAX,2024-11-28 09:00:00,67.5,3.3,10.0,0.0,0.0,Clear
ATL,2024-11-28 09:00:00,54.2,5.7,10.0,0.0,0.0,Clear
ORD,2024-11-28 09:00:00,53.9,24.3,2.0,0.92,0.0,Thunderstorm
DFW,2024-11-28 09:00:00,59.2,14.9,10.0,0.0,0.0,Partly Cloudy
SEA,2024-11-28 09:00:00,55.9,6.0,10.0,0.0,0.0,Overcast
SFO,2024-11-28 09:00:00,63.3,4.2,10.0,0.0,0.0,Overcast
MIA,2024-11-28 09:00:00,63.5,26.6,0.6,0.69,0.0,Snowstorm
BOS,2024-11-28 09:00:00,57.5,33.9,2.2,1.04,0.0,Snowstorm
DEN,2024-11-28 09:00:00,47.4,12.2,10.0,0.0,0.0,Clear
JFK,2024-11-28 12:00:00,58.0,10.5,10.0,0.0,0.0,Partly Cloudy
LAX,2024-11-28 12:00:00,57.5,8.2,10.0,0.0,0.0,Clear
ATL,2024-11-28 12:00:00,64.8,13.8,10.0,0.0,0.0,Clear
ORD,2024-11-28 12:00:00,68.3,8.4,10.0,0.0,0.0,Overcast
DFW,2024-11-28 12:00:00,51.1,42.8,1.8,0.14,0.0,Thunderstorm
SEA,2024-11-28 12:00:00,66.9,7.1,10.0,0.0,0.0,Partly Cloudy
SFO,2024-11-28 12:00:00,55.6,12.9,10.0,0.0,0.0,Clear
MIA,2024-11-28 12:00:00,70.2,10.4,10.0,0.0,0.0,Partly Cloudy
BOS,2024-11-28 12:00:00,49.5,4.5,10.0,0.0,0.0,Overcast
DEN,2024-11-28 12:00:00,53.4,14.6,10.0,0.0,0.0,Clear
JFK,2024-11-28 15:00:00,65.3,5.6,10.0,0.0,0.0,Partly Cloudy
LAX,2024-11-28 15:00:00,61.5,6.5,10.0,0.0,0.0,Partly Cloudy
ATL,2024-11-28 15:00:00,45.7,5.0,10.0,0.0,0.0,Partly Cloudy
ORD,2024-11-28 15:00:00,50.6,6.5,10.0,0.0,0.0,Clear
DFW,2024-11-28 15:00:00,54.0,6.5,10.0,0.0,0.0,Partly Cloudy
SEA,2024-11-28 15:00:00,40.1,37.8,2.9,1.15,0.0,Snowstorm
SFO,2024-11-28 15:00:00,48.1,3.8,10.0,0.0,0.0,Overcast
MIA,2024-11-28 15:00:00,55.7,12.9,10.0,0.0,0.0,Clear
BOS,2024-11-28 15:00:00,37.2,4.6,10.0,0.0,0.0,Partly Cloudy
DEN,2024-11-28 15:00:00,44.7,8.6,10.0,0.0,0.0,Overcast
JFK,2024-11-28 18:00:00,65.7,23.6,0.7,0.37,0.0,Heavy Rain
LAX,2024-11-28 18:00:00,69.1,37.7,1.5,1.39,0.0,Thunderstorm
ATL,2024-11-28 18:00:00,46.6,6.2,10.0,0.0,0.0,Overcast
ORD,2024-11-28 18:00:00,55.8,8.8,10.0,0.0,0.0,Clear
DFW,2024-11-28 18:00:00,66.4,8.5,10.0,0.0,0.0,Partly Cloudy
SEA,2024-11-28 18:00:00,37.6,12.4,10.0,0.0,0.0,Partly Cloudy
SFO,2024-11-28 18:00:00,54.2,12.0,10.0,0.0,0.0,Partly Cloudy
MIA,2024-11-28 18:00:00,61.9,5.0,10.0,0.0,0.0,Clear
BOS,2024-11-28 18:00:00,61.5,7.4,10.0,0.0,0.0,Partly Cloudy
DEN,2024-11-28 18:00:00,85.5,11.2,10.0,0.0,0.0,Partly Cloudy
JFK,2024-11-28 21:00:00,48.3,4.5,10.0,0.0,0.0,Partly Cloudy
LAX,2024-11-28 21:00:00,71.7,10.5,10.0,0.0,0.0,Clear
ATL,2024-11-28 21:00:00,60.7,3.8,10.0,0.0,0.0,Clear
ORD,2024-11-28 21:00:00,62.0,5.3,10.0,0.0,0.0,Clear
DFW,2024-11-28 21:00:00,76.5,12.3,10.0,0.0,0.0,Clear
SEA,2024-11-28 21:00:00,53.6,4.3,10.0,0.0,0.0,Partly Cloudy
SFO,2024-11-28 21:00:00,74.8,3.4,10.0,0.0,0.0,Partly Cloudy
MIA,2024-11-28 21:00:00,58.4,6.9,10.0,0.0,0.0,Overcast
BOS,2024-11-28 21:00:00,48.0,31.7,1.5,0.4,0.0,Fog
DEN,2024-11-28 21:00:00,76.5,37.0,1.6,0.74,0.0,Snowstorm
JFK,2024-11-29 00:00:00,55.2,8.4,10.0,0.0,0.0,Overcast
LAX,2024-11-29 00:00:00,52.1,11.4,10.0,0.0,0.0,Overcast
ATL,2024-11-29 00:00:00,49.5,7.5,10.0,0.0,0.0,Clear
ORD,2024-11-29 00:00:00,59.0,4.2,10.0,0.0,0.0,Clear
DFW,2024-11-29 00:00:00,41.5,3.0,10.0,0.0,0.0,Clear
SEA,2024-11-29 00:00:00,43.9,12.4,10.0,0.0,0.0,Clear
SFO,2024-11-29 00:00:00,52.8,3.9,10.0,0.0,0.0,Clear
MIA,2024-11-29 00:00:00,52.9,12.5,10.0,0.0,0.0,Clear
BOS,2024-11-29 00:00:00,48.9,5.8,10.0,0.0,0.0,Overcast
DEN,2024-11-29 00:00:00,59.0,21.8,1.9,0.74,0.0,Thunderstorm
JFK,2024-11-29 03:00:00,43.9,11.7,10.0,0.0,0.0,Partly Cloudy
LAX,2024-11-29 03:00:00,53.9,14.0,10.0,0.0,0.0,Partly Cloudy
ATL,2024-11-29 03:00:00,58.6,13.2,10.0,0.0,0.0,Clear
ORD,2024-11-29 03:00:00,46.9,6.4,10.0,0.0,0.0,Clear
DFW,2024-11-29 03:00:00,49.8,9.2,10.0,0.0,0.0,Clear
SEA,2024-11-29 03:00:00,40.5,14.7,10.0,0.0,0.0,Clear
SFO,2024-11-29 03:00:00,51.1,5.3,10.0,0.0,0.0,Clear
MIA,2024-11-29 03:00:00,49.6,3.2,10.0,0.0,0.0,Partly Cloudy
BOS,2024-11-29 03:00:00,54.8,14.6,10.0,0.0,0.0,Partly Cloudy
DEN,2024-11-29 03:00:00,82.0,13.9,10.0,0.0,0.0,Partly Cloudy
JFK,2024-11-29 06:00:00,73.5,25.8,0.6,0.88,0.0,Fog
LAX,2024-11-29 06:00:00,51.1,7.2,10.0,0.0,0.0,Partly Cloudy
ATL,2024-11-29 06:00:00,66.1,5.6,10.0,0.0,0.0,Clear
ORD,2024-11-29 06:00:00,55.8,6.7,10.0,0.0,0.0,Partly Cloudy
DFW,2024-11-29 06:00:00,59.6,9.6,10.0,0.0,0.0,Overcast
SEA,2024-11-29 06:00:00,55.4,3.1,10.0,0.0,0.0,Clear
SFO,2024-11-29 06:00:00,50.0,5.8,10.0,0.0,0.0,Clear
MIA,2024-11-29 06:00:00,49.9,10.9,10.0,0.0,0.0,Clear
BOS,2024-11-29 06:00:00,68.2,5.8,10.0,0.0,0.0,Clear
DEN,2024-11-29 06:00:00,53.2,9.3,10.0,0.0,0.0,Clear
JFK,2024-11-29 09:00:00,58.8,13.9,10.0,0.0,0.0,Overcast
LAX,2024-11-29 09:00:00,50.2,5.8,10.0,0.0,0.0,Clear
ATL,2024-11-29 09:00:00,62.1,32.0,1.2,1.27,0.0,Heavy Rain
ORD,2024-11-29 09:00:00,56.7,3.3,10.0,0.0,0.0,Partly Cloudy
DFW,2024-11-29 09:00:00,47.9,28.9,2.3,0.87,0.0,Fog
SEA,2024-11-29 09:00:00,39.3,9.5,10.0,0.0,0.0,Overcast
SFO,2024-11-29 09:00:00,53.5,4.4,10.0,0.0,0.0,Clear
MIA,2024-11-29 09:00:00,47.5,25.8,2.7,0.73,0.0,Heavy Rain
BOS,2024-11-29 09:00:00,47.0,6.3,10.0,0.0,0.0,Clear
DEN,2024-11-29 09:00:00,63.1,10.2,10.0,0.0,0.0,Partly Cloudy
JFK,2024-11-29 12:00:00,52.4,13.0,10.0,0.0,0.0,Clear
LAX,2024-11-29 12:00:00,59.2,7.8,10.0,0.0,0.0,Partly Cloudy
ATL,2024-11-29 12:00:00,58.3,11.3,10.0,0.0,0.0,Overcast
ORD,2024-11-29 12:00:00,57.2,3.4,10.0,0.0,0.0,Overcast
DFW,2024-11-29 12:00:00,52.0,10.5,10.0,0.0,0.0,Partly Cloudy
SEA,2024-11-29 12:00:00,58.1,4.6,10.0,0.0,0.0,Overcast
SFO,2024-11-29 12:00:00,52.4,42.3,0.7,1.3,0.0,Heavy Rain
MIA,2024-11-29 12:00:00,58.6,7.1,10.0,0.0,0.0,Clear
BOS,2024-11-29 12:00:00,40.9,11.4,10.0,0.0,0.0,Overcast
DEN,2024-11-29 12:00:00,69.2,9.7,10.0,0.0,0.0,Clear
JFK,2024-11-29 15:00:00,63.5,9.8,10.0,0.0,0.0,Clear
LAX,2024-11-29 15:00:00,67.4,8.9,10.0,0.0,0.0,Partly Cloudy
ATL,2024-11-29 15:00:00,46.1,12.6,10.0,0.0,0.0,Overcast
ORD,2024-11-29 15:00:00,78.8,11.3,10.0,0.0,0.0,Overcast
DFW,2024-11-29 15:00:00,37.4,9.1,10.0,0.0,0.0,Partly Cloudy
SEA,2024-11-29 15:00:00,45.5,10.4,10.0,0.0,0.0,Overcast
SFO,2024-11-29 15:00:00,64.4,10.0,10.0,0.0,0.0,Clear
MIA,2024-11-29 15:00:00,64.8,3.7,10.0,0.0,0.0,Partly Cloudy
BOS,2024-11-29 15:00:00,62.3,5.2,10.0,0.0,0.0,Partly Cloudy
DEN,2024-11-29 15:00:00,63.8,12.2,10.0,0.0,0.0,Clear
JFK,2024-11-29 18:00:00,68.0,5.1,10.0,0.0,0.0,Clear
LAX,2024-11-29 18:00:00,41.4,11.3,10.0,0.0,0.0,Clear
ATL,2024-11-29 18:00:00,58.9,11.1,10.0,0.0,0.0,Clear
ORD,2024-11-29 18:00:00,37.3,12.2,10.0,0.0,0.0,Partly Cloudy
DFW,2024-11-29 18:00:00,56.3,6.3,10.0,0.0,0.0,Overcast
SEA,2024-11-29 18:00:00,45.9,8.0,10.0,0.0,0.0,Clear
SFO,2024-11-29 18:00:00,47.5,3.0,10.0,0.0,0.0,Clear
MIA,2024-11-29 18:00:00,50.0,24.7,2.6,1.24,0.0,Heavy Rain
BOS,2024-11-29 18:00:00,47.9,8.4,10.0,0.0,0.0,Overcast
DEN,2024-11-29 18:00:00,52.1,13.8,10.0,0.0,0.0,Clear
JFK,2024-11-29 21:00:00,58.6,6.2,10.0,0.0,0.0,Clear
LAX,2024-11-29 21:00:00,57.4,4.6,10.0,0.0,0.0,Partly Cloudy
ATL,2024-11-29 21:00:00,44.6,3.3,10.0,0.0,0.0,Partly Cloudy
ORD,2024-11-29 21:00:00,48.4,13.7,10.0,0.0,0.0,Partly Cloudy
DFW,2024-11-29 21:00:00,57.4,9.1,10.0,0.0,0.0,Clear
SEA,2024-11-29 21:00:00,52.3,12.3,10.0,0.0,0.0,Clear
SFO,2024-11-29 21:00:00,60.7,36.4,0.7,0.42,0.0,Snowstorm
MIA,2024-11-29 21:00:00,57.9,4.6,10.0,0.0,0.0,Clear
BOS,2024-11-29 21:00:00,56.1,14.4,10.0,0.0,0.0,Overcast
DEN,2024-11-29 21:00:00,42.1,11.8,10.0,0.0,0.0,Overcast
JFK,2024-11-30 00:00:00,44.3,40.8,1.4,0.99,0.0,Thunderstorm
LAX,2024-11-30 00:00:00,33.8,4.0,10.0,0.0,0.0,Overcast
ATL,2024-11-30 00:00:00,46.3,13.5,10.0,0.0,0.0,Overcast
ORD,2024-11-30 00:00:00,56.5,3.4,10.0,0.0,0.0,Clear
DFW,2024-11-30 00:00:00,49.7,10.6,10.0,0.0,0.0,Partly Cloudy
SEA,2024-11-30 00:00:00,58.4,8.6,10.0,0.0,0.0,Clear
SFO,2024-11-30 00:00:00,49.7,14.3,10.0,0.0,0.0,Overcast
MIA,2024-11-30 00:00:00,62.6,8.2,10.0,0.0,0.0,Overcast
BOS,2024-11-30 00:00:00,54.7,3.1,10.0,0.0,0.0,Partly Cloudy
